[1696796457.8775] Target device IP address: 10.12.6.5
[1696796457.8776] Target device NTCIP port: 501
[1696796457.8776] Verifying the network connection with the target SNMP device...
[1696796457.8776] PING test begins
[1696796457.8819] PING test successful
[1696796457.8819] Successfully verified the network connection with the target SNMP device
[1696796457.8835] Ready to forward SNMP GET/SET requests
[1696796473.6956] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.3.3.0; Value=2
[1696798808.7208] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798808.7243] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798809.7251] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798809.9178] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798810.7251] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798810.9179] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798811.7250] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798811.9177] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798812.6859] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=255
[1696798812.6877] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798812.7142] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798812.7158] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798812.7177] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798812.7191] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798812.7205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798812.7220] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798812.7233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798812.7294] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798812.7326] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798813.7302] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798813.7328] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798814.7301] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798814.7330] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798814.9206] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798814.9280] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798815.7301] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798815.9207] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=136
[1696798816.7300] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798816.7857] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.11.1; Value=17
[1696798816.8125] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798816.8140] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798816.8155] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798816.8171] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798816.8186] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798816.8202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798816.8238] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798817.8243] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798818.8244] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798819.8245] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798820.1170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798820.8244] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798820.8863] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=255
[1696798820.8882] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798820.9147] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798820.9165] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798820.9185] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798820.9200] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798820.9216] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798820.9231] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798820.9247] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798820.9303] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798820.9334] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798821.9308] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798821.9339] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798822.9309] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798822.9337] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798823.9311] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798823.9339] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=17
[1696798824.2110] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798824.2128] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798824.2145] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798824.2162] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798824.2179] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798824.2195] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798873.8790] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.1; Value=1
[1696798873.8810] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.2; Value=2
[1696798873.8892] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.3; Value=3
[1696798873.8912] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.4; Value=4
[1696798873.8930] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.5; Value=5
[1696798873.8949] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.6; Value=6
[1696798873.8967] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.7; Value=7
[1696798873.8987] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.1.8; Value=8
[1696798873.9006] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.1; Value=0
[1696798873.9024] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.2; Value=7
[1696798873.9042] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.3; Value=0
[1696798873.9060] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.4; Value=7
[1696798873.9079] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.5; Value=0
[1696798873.9098] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.6; Value=7
[1696798873.9116] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.7; Value=0
[1696798873.9135] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.2.8; Value=7
[1696798873.9154] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.1; Value=0
[1696798873.9173] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.2; Value=8
[1696798873.9192] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.3; Value=0
[1696798873.9208] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.4; Value=8
[1696798873.9226] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.5; Value=0
[1696798873.9242] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.6; Value=8
[1696798873.9261] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.7; Value=0
[1696798873.9280] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.3.8; Value=8
[1696798873.9298] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.1; Value=5
[1696798873.9317] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.2; Value=10
[1696798873.9335] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.3; Value=5
[1696798873.9354] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.4; Value=5
[1696798873.9374] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.5; Value=5
[1696798873.9392] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.6; Value=10
[1696798873.9411] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.7; Value=5
[1696798873.9430] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.4.8; Value=5
[1696798873.9448] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.1; Value=40
[1696798873.9467] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.2; Value=50
[1696798873.9484] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.3; Value=40
[1696798873.9502] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.4; Value=50
[1696798873.9520] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.5; Value=40
[1696798873.9538] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.6; Value=50
[1696798873.9557] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.7; Value=40
[1696798873.9575] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.5.8; Value=50
[1696798873.9593] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.1; Value=25
[1696798873.9611] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.2; Value=35
[1696798873.9629] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.3; Value=25
[1696798873.9647] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.4; Value=35
[1696798873.9664] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.5; Value=25
[1696798873.9683] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.6; Value=35
[1696798873.9700] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.7; Value=25
[1696798873.9720] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.6.8; Value=35
[1696798873.9739] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.1; Value=40
[1696798873.9757] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.2; Value=40
[1696798873.9776] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.3; Value=40
[1696798873.9794] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.4; Value=40
[1696798873.9812] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.5; Value=40
[1696798873.9877] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.6; Value=40
[1696798873.9896] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.7; Value=40
[1696798873.9914] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.8.8; Value=40
[1696798873.9935] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.1; Value=10
[1696798873.9955] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.2; Value=10
[1696798873.9972] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.3; Value=10
[1696798873.9991] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.4; Value=10
[1696798874.0009] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.5; Value=10
[1696798874.0027] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.6; Value=10
[1696798874.0045] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.7; Value=10
[1696798874.0062] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.9.8; Value=10
[1696798874.0080] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.1; Value=1
[1696798874.0098] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.2; Value=1
[1696798874.0117] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.3; Value=1
[1696798874.0135] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.4; Value=1
[1696798874.0154] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.5; Value=2
[1696798874.0173] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.6; Value=2
[1696798874.0191] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.7; Value=2
[1696798874.0208] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.2.1.22.8; Value=2
